handler	command	case_id	depth	scope	status	proof	c_site	notes
do_checkload	checkload	checkload.no-args	D1	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	interpreter.c:381; act.wizard.c:3847-3853	Missing both arguments reaches C's exact usage line.
do_checkload	checkload	checkload.missing-number	D1	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3850-3853	A type without a number is rejected before type or prototype lookup.
do_checkload	checkload	checkload.non-digit	D1	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3850-3853	C tests only the first numeric byte and otherwise emits usage.
do_checkload	checkload	checkload.invalid-type	D1	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3854-3870	Unknown first type byte reaches the shared usage line.
do_checkload	checkload	checkload.missing-mob	D1	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3854-3862	A missing mobile vnum emits C's exact existence error.
do_checkload	checkload	checkload.missing-object	D1	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3863-3869	A missing object vnum emits C's exact existence error.
do_checkload	checkload	checkload.mob-report	D3	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3681-3721; 3854-3862	The live vehicle proves temporary mob-name lookup, M reset rows, and output ordering across the guard-training zone.
do_checkload	checkload	checkload.mob-remove	D3	state	unit-green	TestCheckloadReportsMobAndObjectResetBranches	act.wizard.c:3695-3704	The focused report test proves the mob R removal arm and its room formatting without inventing a production reset fixture.
do_checkload	checkload	checkload.mob-first-char-alias	D1	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3854-3862	The M alias is accepted because C dispatches on the first type byte; trailing words are ignored by two_arguments.
do_checkload	checkload	checkload.atoi-prefix	D1	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3847-3862	A numeric prefix with a trailing byte follows C atoi and reports the same mob.
do_checkload	checkload	checkload.object-load-room	D3	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3723-3763	O reset rows preserve preceding room state, object load percentage, max count, and exact multi-line bytes.
do_checkload	checkload	checkload.object-put	D3	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3736-3775	P rows use the preceding container object and room while reporting the target object's max count.
do_checkload	checkload	checkload.object-equipped	D3	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3736-3785	E rows retain the preceding mob and room context and the equipped object's load percentage.
do_checkload	checkload	checkload.object-given	D3	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3736-3794	G rows retain the preceding mob and room context and the given object's max count.
do_checkload	checkload	checkload.object-removed	D3	state	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3795-3804	Legacy R object removal is normalized before the report and is followed by the later O load row.
do_checkload	checkload	checkload.object-first-char-alias	D1	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3854-3869	The plural objects alias shares C's first-byte O dispatch and preserves the full report.
do_checkload	checkload	checkload.object-no-load	D3	command	oracle-green-multiseed	checkload-depth@1,2,3,5,8	act.wizard.c:3681-3817	A valid prototype with no matching reset row keeps its temporary name and receives only Doesn't load anywhere.
